true_label,predicted_label,confidence_score,predicted_investment_score,true_investment_score
False,False,0.864747155004247,44.04692409607593,44.981818181818184
False,False,0.955058362134891,41.98033247438398,37.38181818181818
True,True,0.790891133597492,56.69517598986428,64.39545454545456
True,False,0.6120394455111356,57.582052563787585,56.41818181818182
False,False,0.6530501577569079,50.19508794031572,53.75454545454546
False,False,0.998319535888912,24.881831716289227,31.25
True,True,0.6683511911811633,60.86518580064396,60.99545454545455
False,False,0.9373242887377254,46.335165465366174,47.60909090909091
False,False,0.6330026102874827,53.99511729863496,52.622727272727275
True,True,0.6318587251838005,62.178806421465964,57.83181818181818
True,True,0.898930291352829,78.86422564983178,81.40454545454546
True,False,0.6180245663883748,52.49604714474997,60.159090909090914
True,True,0.785181752626558,56.34943726201554,57.086363636363636
True,True,0.9556439210335301,63.75925212852449,66.99545454545455
False,False,0.6054219725245601,49.0310450039628,49.45
False,False,0.808141994668166,47.126111496952,44.518181818181816
False,False,0.9965097692721464,28.852929050294737,27.577272727272728
False,False,0.9855934585618158,24.436396854781947,22.095454545454537
True,True,0.9160125958624039,78.378621193264,85.43181818181819
False,False,0.9942031321069627,36.31648310374782,31.04090909090909
True,True,0.9179636451900559,71.32559676073363,68.85909090909091
True,True,0.9751553950555955,78.00763277779562,82.73636363636363
False,False,0.9879600377969976,39.659413510654154,36.01818181818182
True,True,0.6526658747624284,57.799514696481346,58.14090909090909
False,False,0.6602356552038148,49.31614215392302,52.74545454545455
False,False,0.9913225113669825,29.945002925237272,33.88181818181818
False,False,0.931861698312461,36.6920298233901,33.32727272727273
True,False,0.5172328329090528,52.39819570714062,57.540909090909096
True,True,0.6092752977751384,55.33003838330878,57.8
False,False,0.5382709424021653,51.285332913265655,52.581818181818186
False,False,0.7690534835250113,48.96160156691878,52.64545454545454
False,False,0.9828377851068943,32.64990412514098,41.127272727272725
False,False,0.7235778518367876,49.379377911818835,43.74545454545454
False,False,0.9098318053734293,39.61586226555027,38.81818181818182
True,True,0.6779933485699234,57.77217177105782,56.872727272727275
False,False,0.7277502408885248,42.55624249571892,41.11363636363637
False,False,0.988672404603355,34.0735177072261,25.895454545454548
True,True,0.5751990043963479,54.33634526860562,63.209090909090904
False,False,0.995296310915831,22.86338256149348,18.46818181818182
True,True,0.6098085213802298,53.79661885591157,57.231818181818184
True,True,0.7491057131579459,61.549313837824485,59.85
True,True,0.9878936499861675,76.41873534455486,77.99545454545455
True,True,0.8288509271026245,64.45917621818903,72.28636363636365
False,False,0.8507117970422783,42.3429966530207,40.25
False,False,0.995296310915831,23.38732531419532,21.08636363636364
False,False,0.995296310915831,27.24531874420648,32.21363636363636
True,True,0.9400829106374471,82.05751174137166,88.63636363636364
False,False,0.9982404617760341,22.975664191038177,18.186363636363637
False,False,0.9488472517451138,38.51853947691957,34.581818181818186
True,True,0.9618290338161907,77.35356237582033,82.29090909090908
False,False,0.8435942819402836,42.2717065916163,41.57272727272728
False,False,0.9737557410864719,37.34824072833676,40.38636363636363
False,False,0.639029724151817,42.85613543755546,50.95
True,True,0.8241957691162236,55.77293779898423,62.96818181818182
True,True,0.7398965334619858,55.749057596476995,63.96818181818182
False,False,0.788438704639589,48.58000505558208,48.09090909090909
False,False,0.7291873859356148,35.06686271353545,39.32272727272728
True,True,0.6173325414290951,56.08823219097084,56.89999999999999
True,True,0.8665738981143605,65.51185532493149,62.23181818181818
True,True,0.9694294871281202,75.49190010236734,80.97272727272727
False,False,0.9969179325374526,23.781956445341844,23.636363636363637
False,True,0.5116096310219159,52.16121780176683,52.5
False,False,0.8177719169453893,48.35347968864458,49.949999999999996
True,True,0.5613516738441722,56.84498664808103,56.740909090909085
False,False,0.6534686756414426,52.5498066683682,52.86363636363637
True,True,0.5373148395213991,50.7066486344464,55.900000000000006
False,False,0.8395712048853511,48.01852720266122,38.57272727272727
False,False,0.8528302658996232,43.44714139791829,38.14545454545455
